Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
8967;P;7406804;de Catanzaro D, Gorzalka BB.;1980;Behav Neural Biol;Sexual arousal in male mice: effects of brief periods of isolation or grouping.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4991;W;7413821;THOR, DH;1980;PHYSIOLOGY & BEHAVIOR;ISOLATION AND COPULATORY-BEHAVIOR OF THE MALE LABORATORY RAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8969;P;7427923;Hard GC, Brown C, King H.;1980;Cancer Lett;Isolation of a morphologically-transformed epithelial cell-line from rat kidney following an in vivo dose of dimethylnitrosamine.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8970;P;7428782;Huber MH, Bronson FH.;1980;Exp Aging Res;Recovery of sexual activity with experience in aged male mice.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4990;W;7429025;"BAER, DS; MCCLEARN, GE; WILSON, JR";1980;DEVELOPMENTAL PSYCHOBIOLOGY;FERTILITY, MATERNAL-CARE, AND OFFSPRING BEHAVIOR IN MICE PRENATALLY TREATED WITH TOBACCO-SMOKE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8972;P;7438091;Pauli BU, Anderson SN, Memoli VA, Kuettner KE.;1980;Cancer Res;Development of an in vitro and in vivo epithelial tumor model for the study of invasion.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4619;W;7472509;"LI, XC; GIOT, JF; KUHL, D; HEN, R; KANDEL, ER";1995;JOURNAL OF NEUROSCIENCE;CLONING AND CHARACTERIZATION OF 2 RELATED SEROTONERGIC RECEPTORS FROM THE BRAIN AND THE REPRODUCTIVE-SYSTEM OF APLYSIA THAT ACTIVATE PHOSPHOLIPASE-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8331;P;7475307;Chen BP, Fraser C, Reading C, Murray L, Uchida N, Galy A, Sasaki D, Tricot G, Jagannath S, Barlogie B, et al.;1995;Leukemia;Cytokine-mobilized peripheral blood CD34+Thy-1+Lin- human hematopoietic stem cells as target cells for transplantation-based gene therapy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4660;W;7479522;"FERRARI, F; GIULIANI, D";1995;PHARMACOLOGICAL RESEARCH;BEHAVIORAL-ASSESSMENT IN RATS OF THE ANTIPSYCHOTIC POTENTIAL OF THE POTENT DOPAMINE D-2 RECEPTOR ANTAGONIST, (-)ETICLOPRIDE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4630;W;7487844;"SCHNEIDERSTOCK, R; EPPLEN, JT";1995;BEHAVIOR GENETICS;CONGENIC AB MICE - A NOVEL MEANS FOR STUDYING THE (MOLECULAR) GENETICS OF AGGRESSION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4609;W;7490617;"SIEGAL, T; HOROWITZ, A; GABIZON, A";1995;JOURNAL OF NEUROSURGERY;DOXORUBICIN ENCAPSULATED IN STERICALLY STABILIZED LIPOSOMES FOR THE TREATMENT OF A BRAIN-TUMOR MODEL - BIODISTRIBUTION AND THERAPEUTIC EFFICACY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4623;W;7498328;"AGO, A; GONDA, T; KAWAKAMI, K; SAHATA, H";1995;EXPERIMENTAL ANIMALS;MORPHOLOGICAL-STUDIES ON PREPUTIAL GLAND OF MICE .1. LIGHT AND TRANSMISSION ELECTRON-MICROSCOPIC OBSERVATIONS OF PREPUTIAL GLAND IN MALE-MICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4605;W;7498418;"KEHOE, P; HOFFMAN, JH; AUSTINLAFRANCE, RJ; BRONZINO, JD";1995;EXPERIMENTAL NEUROLOGY;NEONATAL ISOLATION ENHANCES HIPPOCAMPAL DENTATE RESPONSE TO TETANIZATION IN FREELY MOVING JUVENILE MALE-RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4635;W;7501659;"WILLIAMS, MT; HENNESSY, MB; DAVIS, HN";1995;PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR;CRF ADMINISTERED TO PREGNANT RATS ALTERS OFFSPRING BEHAVIOR AND MORPHOLOGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4634;W;7501670;"RILKE, O; MAY, T; OEHLER, J; WOLFFGRAMM, J";1995;PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR;INFLUENCES OF HOUSING CONDITIONS AND ETHANOL INTAKE ON BINDING CHARACTERISTICS OF D-2, 5-HT1A, AND BENZODIAZEPINE RECEPTORS OF RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8379;P;7506075;Rebel VI, Dragowska W, Eaves CJ, Humphries RK, Lansdorp PM.;1994;Blood;Amplification of Sca-1+ Lin- WGA+ cells in serum-free cultures containing steel factor, interleukin-6, and erythropoietin with maintenance of cells with long-term in vivo reconstituting potential.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4739;W;7518054;"BRODIN, E; ROSEN, A; SCHOTT, E; BRODIN, K";1994;NEUROPEPTIDES;EFFECTS OF SEQUENTIAL REMOVAL OF RATS FROM A GROUP CAGE, AND OF INDIVIDUAL HOUSING OF RATS, ON SUBSTANCE-P, CHOLECYSTOKININ AND SOMATOSTATIN LEVELS IN THE PERIAQUEDUCTAL GRAY AND LIMBIC REGIONS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4697;W;7524088;"HABERTORTOLI, E; AMIRANOFF, B; LOQUET, I; LABURTHE, M; MAYAUX, JF";1994;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;MOLECULAR-CLONING OF A FUNCTIONAL HUMAN GALANIN RECEPTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4698;W;7524354;"MAGEE, JC; STONE, AE; OLDHAM, KT; GUICE, KS";1994;AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY;ISOLATION, CULTURE, AND CHARACTERIZATION OF RAT LUNG MICROVASCULAR ENDOTHELIAL-CELLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4712;W;7525942;"KJAERULFF, O; BARAJON, I; KIEHN, O";1994;JOURNAL OF PHYSIOLOGY-LONDON;SULPHORHODAMINE-LABELED CELLS IN THE NEONATAL RAT SPINAL-CORD FOLLOWING CHEMICALLY-INDUCED LOCOMOTOR-ACTIVITY IN-VITRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4696;W;7529619;"RINGSTEAD, S; ROBINSON, GB";1994;VIRCHOWS ARCHIV-AN INTERNATIONAL JOURNAL OF PATHOLOGY;CELL-CULTURE FROM RAT RENAL GLOMERULI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4756;W;7533226;"OLLIVIER, JP; CHRISTEN, MO";1994;JOURNAL OF CARDIOVASCULAR PHARMACOLOGY;I-1-IMIDAZOLINE-RECEPTOR AGONISTS IN THE TREATMENT OF HYPERTENSION - AN APPRAISAL OF CLINICAL-EXPERIENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8382;P;7534569;Dmitrieva NI, Kassil' VG.;1994;Fiziol Zh Im I M Sechenova;[The effect of isolation from the mother in the neonatal period on general development, brain formation and behavior].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8383;P;7536538;Lebedev AA, Shabanov PD, Chepurnova NE, Paskhali E, Krejcí I, Kasafírek E.;1994;Fiziol Zh Im I M Sechenova;[The lateralized effects of the melanostatin analog alaptide in rats raised in isolation and in a community].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4645;W;7538914;"CARRARO, U; BRUSON, A; CATANI, C; DALLALIBERA, L; MASSIMINO, ML; RIZZI, C; ROSSINI, K; SANDRI, M; CANTINI, M";1995;CELL BIOCHEMISTRY AND FUNCTION;EFFECTS OF BETA-1-INTEGRIN ANTISENSE PHOSPHOROTHIOATE-MODIFIED OLIGONUCLEOTIDE ON MYOBLAST BEHAVIOR IN-VITRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4668;W;7544332;"PONTING, JM; KUMAR, S";1995;JOURNAL OF ANATOMY;ISOLATION AND CHARACTERIZATION OF A HYALURONAN-BINDING PROTEIN, HYALURONECTIN, FROM HUMAN PLACENTA AND ITS COLOCALIZATION WITH HYALURONAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4646;W;7549454;"VANDERSCHUREN, LJMJ; STEIN, EA; WIEGANT, VM; VANREE, JM";1995;EUROPEAN NEUROPSYCHOPHARMACOLOGY;SOCIAL-ISOLATION AND SOCIAL-INTERACTION ALTER REGIONAL BRAIN OPIOID RECEPTOR-BINDING IN RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4644;W;7552347;"WILLOUGHBY, JO; MACKENZIE, L; MEDVEDEV, A; HISCOCK, JJ";1995;BRAIN RESEARCH;DISTRIBUTION OF FOS-POSITIVE NEURONS IN CORTICAL AND SUBCORTICAL STRUCTURES AFTER PICROTOXIN-INDUCED CONVULSIONS VARIES WITH SEIZURE TYPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8338;P;7556389;Wongwitdecha N, Marsden CA.;1995;Eur J Pharmacol;Isolation rearing prevents the reinforcing properties of amphetamine in a conditioned place preference paradigm.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4763;W;7569035;"CHERNY, RA; STOKES, TM; MEREI, J; LOM, L; BRANDON, MR; WILLIAMS, RL";1994;REPRODUCTION FERTILITY AND DEVELOPMENT;STRATEGIES FOR THE ISOLATION AND CHARACTERIZATION OF BOVINE EMBRYONIC STEM-CELLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4639;W;7575366;SANDNABBA, NK;1995;BEHAVIOR GENETICS;PREDATORY AGGRESSION IN MALE-MICE SELECTIVELY BRED FOR ISOLATION-INDUCED INTERMALE AGGRESSION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8340;P;7581573;Sidiakin VG, Stashkov AM, Ianova NP, Chemodanova MA, Shumilina KA, Kirillova AV.;1995;Fiziol Zh Im I M Sechenova;[The physiological mechanisms of the regulation of zoosocial behavior in rats exposed to low-frequency electromagnetic fields].;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4643;W;7583209;"OJIMA, K; MATSUMOTO, K; TOHDA, M; WATANABE, H";1995;BRAIN RESEARCH;HYPERACTIVITY OF CENTRAL NORADRENERGIC AND CRF SYSTEMS IS INVOLVED IN SOCIAL ISOLATION-INDUCED DECREASE IN PENTOBARBITAL SLEEP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4621;W;7585937;"DULAC, C; AXEL, R";1995;CELL;A NOVEL FAMILY OF GENES ENCODING PUTATIVE PHEROMONE RECEPTORS IN MAMMALS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4638;W;7586494;"HARVEY, AT; HENNESSY, MB";1995;DEVELOPMENTAL BRAIN RESEARCH;CORTICOTROPIN-RELEASING FACTOR MODULATION OF THE ULTRASONIC VOCALIZATION RATE OF ISOLATED RAT PUPS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4632;W;7592055;"PAIRET, L; WRIGLEY, SK; CHETLAND, I; REYNOLDS, EE; HAYES, MA; HOLLOWAY, J; AINSWORTH, AM; KATZER, W; CHENG, XM; HUPE, DJ; CHARLTON, P; DOHERTY, AM";1995;JOURNAL OF ANTIBIOTICS;AZAPHILONES WITH ENDOTHELIN RECEPTOR-BINDING ACTIVITY PRODUCED BY PENICILLIUM-SCLEROTIORUM - TAXONOMY, FERMENTATION, ISOLATION, STRUCTURE ELUCIDATION AND BIOLOGICAL-ACTIVITY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4616;W;7593603;"XIAO, Q; WEINER, H; JOHNSTON, T; CRABB, DW";1995;JOURNAL OF CLINICAL INVESTIGATION;THE ALDEHYDE DEHYDROGENASE ALDH2-ASTERISK-2 ALLELE EXHIBITS DOMINANCE OVER ALDH2-ASTERISK-1 IN TRANSDUCED HELA-CELLS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4663;W;7602999;"TULI, JS; SMITH, JA; MORTON, DB";1995;LABORATORY ANIMALS;STRESS MEASUREMENTS IN MICE AFTER TRANSPORTATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4640;W;7603492;"MORRISON, V; TINWELL, H; ASHBY, J";1995;MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS;CONSIDERATION OF THE LIVER OF EMBRYONIC LACZ TRANSGENIC MICE AS AN ANALOG OF THE MOUSE COAT COLOR SPOT-TEST - PRELIMINARY DATA AND TECHNICAL PROBLEMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4642;W;7605349;"MECHOULAM, R; BENSHABAT, S; HANUS, L; LIGUMSKY, M; KAMINSKI, NE; SCHATZ, AR; GOPHER, A; ALMOG, S; MARTIN, BR; COMPTON, DR; PERTWEE, RG; GRIFFIN, G; BAYEWITCH, M; BARG, J; VOGEL, Z";1995;BIOCHEMICAL PHARMACOLOGY;IDENTIFICATION OF AN ENDOGENOUS 2-MONOGLYCERIDE, PRESENT IN CANINE GUT, THAT BINDS TO CANNABINOID RECEPTORS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4658;W;7616170;"WANG, MW; CROMBIE, DL; MAIS, DE; HAYES, JS; HEAP, RB";1995;JOURNAL OF ENDOCRINOLOGY;ANTIPROGESTERONE ANTIBODY ADMINISTRATION AND THE IMPAIRMENT OF POSTPARTUM MATERNAL-CARE IN MICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4649;W;7617761;"VIOLA, H; WASOWSKI, C; DESTEIN, ML; WOLFMAN, C; SILVEIRA, R; DAJAS, F; MEDINA, JH; PALADINI, AC";1995;PLANTA MEDICA;APIGENIN, A COMPONENT OF MATRICARIA-RECUTITA FLOWERS, IS A CENTRAL BENZODIAZEPINE RECEPTORS-LIGAND WITH ANXIOLYTIC EFFECTS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4661;W;7619324;"BLASS, EM; SHIDE, DJ; ZAWMON, C; SORRENTINO, J";1995;BEHAVIORAL NEUROSCIENCE;MOTHER AS SHIELD - DIFFERENTIAL-EFFECTS OF CONTACT AND NURSING ON PAIN RESPONSIVITY IN INFANT RATS - EVIDENCE FOR NONOPIOID MEDIATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4647;W;7630583;CLARK, JT;1995;NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS;SEXUAL FUNCTION IN ALTERED PHYSIOLOGICAL STATES - COMPARISON OF EFFECTS OF HYPERTENSION, DIABETES, HYPERPROLACTINEMIA, AND OTHERS TO NORMAL AGING IN MALE-RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4652;W;7633137;"CHRISTENSSON, K; CABRERA, T; CHRISTENSSON, E; UVNASMOBERG, K; WINBERG, J";1995;ACTA PAEDIATRICA;SEPARATION DISTRESS CALL IN THE HUMAN NEONATE IN THE ABSENCE OF MATERNAL BODY CONTACT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4657;W;7641082;"VAZQUEZ, E; POLO, C; STEDILE, G; SCHEBOR, C; KARAHANIAN, E; BATLLE, A";1995;INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY;ISOLATION AND PARTIAL-PURIFICATION OF MITOCHONDRIAL AND CYTOSOLIC RHODANESE FROM LIVER OF NORMAL AND P-DIMETHYLAMINOAZOBENZENE TREATED MICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4659;W;7643077;"AAMODT, SM; NORDEEN, EJ; NORDEEN, KW";1995;JOURNAL OF NEUROBIOLOGY;EARLY ISOLATION FROM CONSPECIFIC SONG DOES NOT AFFECT THE NORMAL DEVELOPMENTAL DECLINE OF N-METHYL-D-ASPARTATE RECEPTOR-BINDING IN AN AVIAN SONG NUCLEUS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4675;W;7656694;"RALPH, MR; HURD, MW";1995;CIRCADIAN CLOCKS AND THEIR ADJUSTMENT;CIRCADIAN PACEMAKERS IN VERTEBRATES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4651;W;7663703;"DIMITROVA, B; CACCIA, S; GARATTINI, E; GUISO, G";1995;JOURNAL OF CHROMATOGRAPHY B-BIOMEDICAL APPLICATIONS;DETERMINATION OF THE RETINOBENZOIC ACID-DERIVATIVE AM580 IN RAT PLASMA BY HIGH-PERFORMANCE LIQUID-CHROMATOGRAPHY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4650;W;7663971;"VANDERSCHUREN, LJMJ; STEIN, EA; WIEGANT, VM; VANREE, JM";1995;BRAIN RESEARCH;SOCIAL PLAY ALTERS REGIONAL BRAIN OPIOID RECEPTOR-BINDING IN JUVENILE RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4648;W;7667369;"ZIMMERBERG, B; DRUCKER, PC; WEIDER, JM";1995;PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR;DIFFERENTIAL BEHAVIORAL-EFFECTS OF THE NEUROACTIVE STEROID ALLOPREGNANOLONE ON NEONATAL RATS PRENATALLY EXPOSED TO ALCOHOL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4641;W;7667406;"FERON, C; BAUDOIN, C";1995;PHYSIOLOGY & BEHAVIOR;SOCIAL-ISOLATION PARTIALLY RESTORES REPRODUCTION OF MALE STAGGERER MUTANT MICE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4637;W;7675857;"GARIEPY, JL; GENDREAU, PL; MAILMAN, RB; TANCER, M; LEWIS, MH";1995;PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR;REARING CONDITIONS ALTER SOCIAL REACTIVITY AND D-1 DOPAMINE-RECEPTORS IN HIGH-AGGRESSIVE AND LOW-AGGRESSIVE MICE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4814;W;7682660;"RASTEGAR, A; CIESIELSKI, L; SIMLER, S; MESSRIPOUR, M; MANDEL, P";1993;NEUROCHEMICAL RESEARCH;BRAIN MONOAMINES FOLLOWING CASTRATION OF AGGRESSIVE MURICIDAL RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4808;W;7683049;"OKA, Y; MATSUSHIMA, T";1993;JOURNAL OF NEUROSCIENCE;GONADOTROPIN-RELEASING-HORMONE (GNRH) IMMUNOREACTIVE TERMINAL NERVE-CELLS HAVE INTRINSIC RHYTHMICITY AND PROJECT WIDELY IN THE BRAIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4811;W;7683473;"BIGI, S; DEACETIS, L; DESIMONE, R; ALOE, L; ALLEVA, E";1993;BEHAVIORAL NEUROSCIENCE;NEONATAL CAPSAICIN EXPOSURE AFFECTS ISOLATION-INDUCED AGGRESSIVE-BEHAVIOR AND HYPOTHALAMIC SUBSTANCE-P LEVELS OF ADULT MALE-MICE (MUS-MUSCULUS);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4828;W;7693308;"MIACHON, S; ROCHET, T; MATHIAN, B; BARBAGLI, B; CLAUSTRAT, B";1993;BRAIN RESEARCH BULLETIN;LONG-TERM ISOLATION OF WISTAR RATS ALTERS BRAIN MONOAMINE TURNOVER, BLOOD CORTICOSTERONE, AND ACTH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4692;W;7698161;"SANCHEZ, C; HYTTEL, J";1994;EUROPEAN JOURNAL OF PHARMACOLOGY;ISOLATION-INDUCED AGGRESSION IN MICE - EFFECTS OF 5-HYDROXYTRYPTAMINE UPTAKE INHIBITORS AND INVOLVEMENT OF POSTSYNAPTIC 5-HT1A RECEPTORS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8385;P;7698186;De Almeida RM, Lucion AB.;1994;Eur J Pharmacol;Effects of intracerebroventricular administration of 5-HT receptor agonists on the maternal aggression of rats.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4670;W;7713170;"NAITO, H; ARISHIMA, K; TONOUE, T";1995;EUROPEAN JOURNAL OF PHARMACOLOGY;NEONATAL DAMAGE TO NEOCORTEX ABOLISHES THE ANXIOLYTIC ACTION OF DIAZEPAM IN ADULT-RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4683;W;7724696;"AHMED, SH; STINUS, L; LEMOAL, M; CADOR, M";1995;PSYCHOPHARMACOLOGY;SOCIAL DEPRIVATION ENHANCES THE VULNERABILITY OF MALE WISTAR RATS TO STRESSOR AND AMPHETAMINE-INDUCED BEHAVIORAL SENSITIZATION;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4674;W;7728334;"SCHUELER, SB; SAGEN, J; PAPPAS, GD; KORDOWER, JH";1995;CELL TRANSPLANTATION;LONG-TERM VIABILITY OF ISOLATED BOVINE ADRENAL-MEDULLARY CHROMAFFIN CELLS FOLLOWING INTRASTRIATAL TRANSPLANTATION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8355;P;7734067;Shoemaker WJ, Kehoe P.;1995;Behav Neurosci;Effect of isolation conditions on brain regional enkephalin and beta-endorphin levels and vocalizations in 10-day-old rat pups.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8356;P;7740124;Reed P.;1995;Q J Exp Psychol B;Enhanced latent inhibition following compound pre-exposure.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4725;W;7747268;"HEYSER, CJ; MCKINZIE, DL; ATHALIE, F; SPEAR, NE; SPEAR, LP";1994;TERATOLOGY;EFFECTS OF PRENATAL EXPOSURE TO COCAINE ON HEART-RATE AND NONASSOCIATIVE LEARNING AND RETENTION IN INFANT RATS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4655;W;7750208;"CATE, CC; BELLONI, DR; MARINPADILLA, M";1995;CLINICAL & EXPERIMENTAL METASTASIS;ACQUISITION AND ENHANCED EXPRESSION OF THE METASTATIC PHENOTYPE FOLLOWING TRANSFECTIONS OF GENOMIC MOUSE-TUMOR DNA CONTAINING HUMAN SCLC GENE-SEQUENCES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
